accident_year,accident_severity,number_of_vehicles,number_of_casualties,day_of_week,road_type,speed_limit,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,daytime,month,season,IMD_Decile,IncScore,EmpScore,HDDScore,EduScore,CriScore,EnvScore,is_grave_accident
2019,1,2,1,6,3,30,1,1,1,1,morning rush (7-10),5,Spring,6,0.113,0.052,-0.164,4.598,0.056,40.244,No
2020,1,2,1,6,6,30,4,1,1,1,evening (19-23),2,Winter,6,0.113,0.052,-0.164,4.598,0.056,40.244,No
2020,1,2,1,3,6,30,1,4,1,1,morning rush (7-10),5,Spring,6,0.113,0.052,-0.164,4.598,0.056,40.244,No
2020,1,2,1,7,6,30,1,1,1,1,evening (19-23),8,Summer,6,0.113,0.052,-0.164,4.598,0.056,40.244,No
2020,1,2,1,5,6,20,1,1,1,1,night (23-7),9,Autumn,6,0.113,0.052,-0.164,4.598,0.056,40.244,No
2020,1,2,1,3,2,30,1,1,1,1,morning rush (7-10),9,Autumn,6,0.113,0.052,-0.164,4.598,0.056,40.244,No
2020,1,2,1,3,6,30,1,1,1,1,afternoon rush (16-19),9,Autumn,6,0.113,0.052,-0.164,4.598,0.056,40.244,No
2018,2,2,1,2,9,20,7,1,9,1,evening (19-23),3,Spring,5,0.132,0.08,-0.049,6.752,0.064,31.191,Yes
2018,1,2,1,5,6,20,1,1,1,1,morning rush (7-10),5,Spring,5,0.132,0.08,-0.049,6.752,0.064,31.191,No
2018,1,2,1,3,6,30,1,1,1,1,afternoon rush (16-19),5,Spring,5,0.132,0.08,-0.049,6.752,0.064,31.191,No
2018,1,2,1,3,6,30,1,1,1,1,morning rush (7-10),7,Summer,5,0.132,0.08,-0.049,6.752,0.064,31.191,No
2018,1,2,1,6,6,20,1,1,1,1,office hours (10-16),7,Summer,5,0.132,0.08,-0.049,6.752,0.064,31.191,No
2018,1,2,1,2,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,5,0.132,0.08,-0.049,6.752,0.064,31.191,No
2018,1,2,1,3,6,30,1,1,1,1,morning rush (7-10),7,Summer,5,0.132,0.08,-0.049,6.752,0.064,31.191,No
2018,1,2,1,4,3,20,1,1,1,1,office hours (10-16),8,Summer,5,0.132,0.08,-0.049,6.752,0.064,31.191,No
2018,1,2,1,3,6,30,4,5,2,1,afternoon rush (16-19),11,Autumn,5,0.132,0.08,-0.049,6.752,0.064,31.191,No
2019,1,2,1,2,3,20,1,1,1,1,morning rush (7-10),7,Summer,5,0.132,0.08,-0.049,6.752,0.064,31.191,No
2019,1,2,1,4,6,30,1,1,1,1,morning rush (7-10),11,Autumn,5,0.132,0.08,-0.049,6.752,0.064,31.191,No
2019,2,2,1,6,9,20,1,8,1,1,morning rush (7-10),12,Winter,5,0.132,0.08,-0.049,6.752,0.064,31.191,Yes
2020,1,2,1,4,6,30,1,1,2,1,afternoon rush (16-19),4,Spring,5,0.132,0.08,-0.049,6.752,0.064,31.191,No
2020,1,2,1,6,6,20,1,1,1,1,night (23-7),8,Summer,5,0.132,0.08,-0.049,6.752,0.064,31.191,No
2020,1,2,1,2,3,20,1,1,1,1,office hours (10-16),10,Autumn,5,0.132,0.08,-0.049,6.752,0.064,31.191,No
2020,1,2,1,2,6,30,1,2,2,1,office hours (10-16),12,Winter,5,0.132,0.08,-0.049,6.752,0.064,31.191,No
2017,1,2,1,3,6,30,1,1,1,1,morning rush (7-10),2,Winter,5,0.132,0.08,-0.049,6.752,0.064,31.191,No
2017,1,2,1,2,2,20,4,2,2,1,afternoon rush (16-19),4,Spring,5,0.132,0.08,-0.049,6.752,0.064,31.191,No
2017,1,2,1,3,9,30,1,9,9,1,morning rush (7-10),4,Spring,5,0.132,0.08,-0.049,6.752,0.064,31.191,No
2017,1,2,1,4,6,30,1,1,1,1,afternoon rush (16-19),5,Spring,5,0.132,0.08,-0.049,6.752,0.064,31.191,No
2017,1,1,1,2,6,30,1,1,1,1,office hours (10-16),7,Summer,5,0.132,0.08,-0.049,6.752,0.064,31.191,No
2017,1,2,1,3,9,20,1,9,1,1,evening (19-23),7,Summer,5,0.132,0.08,-0.049,6.752,0.064,31.191,No
2018,1,2,1,2,3,30,4,2,2,1,evening (19-23),3,Spring,5,0.07,0.054,-0.692,4.01,1.011,54.545,No
2019,1,2,1,2,6,30,6,1,1,1,morning rush (7-10),7,Summer,5,0.07,0.054,-0.692,4.01,1.011,54.545,No
2019,2,2,1,6,1,30,1,9,1,1,morning rush (7-10),11,Autumn,5,0.07,0.054,-0.692,4.01,1.011,54.545,Yes
2019,1,2,1,6,6,30,1,1,1,1,morning rush (7-10),11,Autumn,5,0.07,0.054,-0.692,4.01,1.011,54.545,No
2019,1,2,1,5,6,30,1,1,2,1,morning rush (7-10),12,Winter,5,0.07,0.054,-0.692,4.01,1.011,54.545,No
2020,1,2,1,7,3,30,1,1,1,1,afternoon rush (16-19),3,Spring,5,0.07,0.054,-0.692,4.01,1.011,54.545,No
2020,1,2,1,3,3,30,1,1,1,1,office hours (10-16),3,Spring,5,0.07,0.054,-0.692,4.01,1.011,54.545,No
2020,1,2,1,3,9,30,4,9,9,1,night (23-7),3,Spring,5,0.07,0.054,-0.692,4.01,1.011,54.545,No
2020,1,2,1,3,6,30,1,1,1,1,office hours (10-16),8,Summer,5,0.07,0.054,-0.692,4.01,1.011,54.545,No
2020,1,2,1,3,6,30,4,1,2,1,night (23-7),12,Winter,5,0.07,0.054,-0.692,4.01,1.011,54.545,No
2017,1,2,1,3,3,30,1,1,1,1,afternoon rush (16-19),1,Winter,5,0.07,0.054,-0.692,4.01,1.011,54.545,No
2017,1,2,1,5,6,30,1,2,1,1,morning rush (7-10),4,Spring,5,0.07,0.054,-0.692,4.01,1.011,54.545,No
2017,1,2,1,3,3,30,1,1,1,1,afternoon rush (16-19),9,Autumn,5,0.07,0.054,-0.692,4.01,1.011,54.545,No
2017,1,2,1,3,6,30,4,1,1,1,afternoon rush (16-19),11,Autumn,5,0.07,0.054,-0.692,4.01,1.011,54.545,No
2017,1,2,1,7,6,30,1,2,2,1,office hours (10-16),12,Winter,5,0.07,0.054,-0.692,4.01,1.011,54.545,No
2018,1,2,1,1,2,20,1,2,2,1,office hours (10-16),3,Spring,4,0.136,0.076,-0.026,15.639,0.352,29.5,No
2018,1,2,1,6,6,30,1,2,2,1,afternoon rush (16-19),7,Summer,4,0.136,0.076,-0.026,15.639,0.352,29.5,No
2019,1,2,1,5,6,30,4,2,2,1,afternoon rush (16-19),11,Autumn,4,0.136,0.076,-0.026,15.639,0.352,29.5,No
2018,1,2,1,2,3,20,1,1,1,1,office hours (10-16),3,Spring,2,0.205,0.152,0.299,9.286,1.075,43.491,No
2018,1,2,1,7,6,20,1,1,1,1,office hours (10-16),4,Spring,2,0.205,0.152,0.299,9.286,1.075,43.491,No
2018,1,2,1,4,6,30,1,1,1,1,afternoon rush (16-19),5,Spring,2,0.205,0.152,0.299,9.286,1.075,43.491,No
2018,1,2,1,5,6,30,1,1,1,1,office hours (10-16),7,Summer,2,0.205,0.152,0.299,9.286,1.075,43.491,No
2018,2,1,1,4,6,30,1,1,1,1,evening (19-23),9,Autumn,2,0.205,0.152,0.299,9.286,1.075,43.491,Yes
2018,2,3,1,4,6,30,1,1,1,1,afternoon rush (16-19),10,Autumn,2,0.205,0.152,0.299,9.286,1.075,43.491,Yes
2019,1,2,1,3,3,20,1,1,1,1,evening (19-23),6,Summer,2,0.205,0.152,0.299,9.286,1.075,43.491,No
2019,2,1,1,5,3,20,4,1,1,1,evening (19-23),9,Autumn,2,0.205,0.152,0.299,9.286,1.075,43.491,Yes
2019,1,2,1,7,6,30,1,2,2,1,office hours (10-16),11,Autumn,2,0.205,0.152,0.299,9.286,1.075,43.491,No
2020,1,2,1,3,6,20,1,1,1,1,morning rush (7-10),6,Summer,2,0.205,0.152,0.299,9.286,1.075,43.491,No
2020,2,1,1,1,6,20,1,1,1,1,office hours (10-16),7,Summer,2,0.205,0.152,0.299,9.286,1.075,43.491,Yes
2020,1,2,1,2,6,20,1,1,2,1,evening (19-23),7,Summer,2,0.205,0.152,0.299,9.286,1.075,43.491,No
2020,2,1,1,5,9,30,1,2,2,1,office hours (10-16),8,Summer,2,0.205,0.152,0.299,9.286,1.075,43.491,Yes
2020,1,2,1,3,6,20,1,2,2,1,morning rush (7-10),10,Autumn,2,0.205,0.152,0.299,9.286,1.075,43.491,No
2020,1,2,1,3,6,30,4,1,1,1,evening (19-23),12,Winter,2,0.205,0.152,0.299,9.286,1.075,43.491,No
2017,1,1,1,7,6,30,1,2,2,1,office hours (10-16),5,Spring,2,0.205,0.152,0.299,9.286,1.075,43.491,No
2017,2,2,1,2,6,30,1,1,1,1,morning rush (7-10),7,Summer,2,0.205,0.152,0.299,9.286,1.075,43.491,Yes
2017,1,2,1,4,3,30,4,2,2,1,evening (19-23),9,Autumn,2,0.205,0.152,0.299,9.286,1.075,43.491,No
2017,3,2,1,5,6,30,1,1,1,1,office hours (10-16),10,Autumn,2,0.205,0.152,0.299,9.286,1.075,43.491,Yes
2018,2,2,1,2,3,30,1,4,2,1,morning rush (7-10),3,Spring,6,0.091,0.056,-0.091,5.35,0.714,35.14,Yes
2018,1,2,1,4,6,30,1,1,2,1,morning rush (7-10),3,Spring,6,0.091,0.056,-0.091,5.35,0.714,35.14,No
2018,1,2,1,3,6,30,1,1,1,1,morning rush (7-10),6,Summer,6,0.091,0.056,-0.091,5.35,0.714,35.14,No
2018,1,2,1,4,6,30,4,2,2,1,afternoon rush (16-19),12,Winter,6,0.091,0.056,-0.091,5.35,0.714,35.14,No
2018,1,2,1,5,6,20,1,1,2,1,morning rush (7-10),12,Winter,6,0.091,0.056,-0.091,5.35,0.714,35.14,No
2019,1,2,1,2,6,20,4,1,1,1,morning rush (7-10),1,Winter,6,0.091,0.056,-0.091,5.35,0.714,35.14,No
2019,1,2,1,5,6,30,1,1,1,1,morning rush (7-10),2,Winter,6,0.091,0.056,-0.091,5.35,0.714,35.14,No
2019,1,2,1,7,2,30,1,1,1,1,afternoon rush (16-19),6,Summer,6,0.091,0.056,-0.091,5.35,0.714,35.14,No
2019,1,2,1,3,6,30,1,1,1,1,morning rush (7-10),11,Autumn,6,0.091,0.056,-0.091,5.35,0.714,35.14,No
2020,1,2,1,5,1,30,4,2,2,1,afternoon rush (16-19),3,Spring,6,0.091,0.056,-0.091,5.35,0.714,35.14,No
2020,1,2,1,5,6,30,1,8,1,1,morning rush (7-10),6,Summer,6,0.091,0.056,-0.091,5.35,0.714,35.14,No
2020,1,2,1,6,6,30,1,1,1,1,evening (19-23),6,Summer,6,0.091,0.056,-0.091,5.35,0.714,35.14,No
2017,1,2,1,2,9,30,1,8,9,1,afternoon rush (16-19),3,Spring,6,0.091,0.056,-0.091,5.35,0.714,35.14,No
2018,1,2,1,2,6,30,4,1,1,1,evening (19-23),3,Spring,4,0.118,0.078,0,7.441,0.824,46.461,No
2018,1,2,1,3,6,20,1,1,1,1,office hours (10-16),3,Spring,4,0.118,0.078,0,7.441,0.824,46.461,No
2018,1,2,1,6,7,20,1,1,1,1,office hours (10-16),3,Spring,4,0.118,0.078,0,7.441,0.824,46.461,No
2018,1,2,1,6,6,30,1,1,1,1,morning rush (7-10),3,Spring,4,0.118,0.078,0,7.441,0.824,46.461,No
2018,1,2,1,2,6,20,1,1,1,1,afternoon rush (16-19),6,Summer,4,0.118,0.078,0,7.441,0.824,46.461,No
2018,1,2,1,5,6,20,4,1,2,1,evening (19-23),10,Autumn,4,0.118,0.078,0,7.441,0.824,46.461,No
2019,1,2,1,2,6,20,4,1,9,1,afternoon rush (16-19),2,Winter,4,0.118,0.078,0,7.441,0.824,46.461,No
2019,2,2,1,5,3,20,1,1,1,1,office hours (10-16),5,Spring,4,0.118,0.078,0,7.441,0.824,46.461,Yes
2019,1,2,1,5,6,20,1,1,1,1,evening (19-23),6,Summer,4,0.118,0.078,0,7.441,0.824,46.461,No
2019,1,2,1,5,3,20,1,1,1,1,office hours (10-16),6,Summer,4,0.118,0.078,0,7.441,0.824,46.461,No
2019,1,2,1,3,6,20,1,1,1,1,evening (19-23),9,Autumn,4,0.118,0.078,0,7.441,0.824,46.461,No
2019,1,2,1,4,3,20,1,1,1,1,morning rush (7-10),10,Autumn,4,0.118,0.078,0,7.441,0.824,46.461,No
2019,1,1,1,2,3,20,1,1,2,1,office hours (10-16),9,Autumn,4,0.118,0.078,0,7.441,0.824,46.461,No
2019,1,2,1,3,6,20,1,1,1,1,office hours (10-16),10,Autumn,4,0.118,0.078,0,7.441,0.824,46.461,No
2019,1,2,1,4,2,20,4,1,1,1,evening (19-23),10,Autumn,4,0.118,0.078,0,7.441,0.824,46.461,No
2019,2,1,1,3,3,20,4,1,2,1,night (23-7),12,Winter,4,0.118,0.078,0,7.441,0.824,46.461,Yes
2020,2,1,1,3,6,20,4,9,9,1,afternoon rush (16-19),1,Winter,4,0.118,0.078,0,7.441,0.824,46.461,Yes
2020,1,2,1,6,6,20,1,1,1,1,morning rush (7-10),2,Winter,4,0.118,0.078,0,7.441,0.824,46.461,No
2020,1,2,1,5,3,20,1,1,1,1,office hours (10-16),5,Spring,4,0.118,0.078,0,7.441,0.824,46.461,No
2020,1,2,1,7,1,20,1,1,1,1,office hours (10-16),10,Autumn,4,0.118,0.078,0,7.441,0.824,46.461,No
2020,2,1,1,5,9,20,1,8,1,1,office hours (10-16),10,Autumn,4,0.118,0.078,0,7.441,0.824,46.461,Yes
2020,2,2,1,4,9,20,1,1,1,1,office hours (10-16),11,Autumn,4,0.118,0.078,0,7.441,0.824,46.461,Yes
2020,2,2,1,5,6,20,4,8,1,1,evening (19-23),12,Winter,4,0.118,0.078,0,7.441,0.824,46.461,Yes
2017,1,2,1,4,6,20,4,1,1,1,afternoon rush (16-19),1,Winter,4,0.118,0.078,0,7.441,0.824,46.461,No
2017,1,3,1,4,3,30,1,2,2,1,afternoon rush (16-19),8,Summer,4,0.118,0.078,0,7.441,0.824,46.461,No
2017,2,2,1,4,6,20,1,1,1,1,morning rush (7-10),8,Summer,4,0.118,0.078,0,7.441,0.824,46.461,Yes
2017,1,2,1,7,3,20,1,1,1,1,office hours (10-16),9,Autumn,4,0.118,0.078,0,7.441,0.824,46.461,No
2017,1,2,1,4,6,20,4,1,1,1,afternoon rush (16-19),11,Autumn,4,0.118,0.078,0,7.441,0.824,46.461,No
2017,1,3,3,5,6,20,4,1,1,1,evening (19-23),11,Autumn,4,0.118,0.078,0,7.441,0.824,46.461,No
2017,1,3,1,2,6,30,1,1,1,1,night (23-7),12,Winter,4,0.118,0.078,0,7.441,0.824,46.461,No
2018,1,1,1,3,6,20,4,1,1,1,evening (19-23),3,Spring,6,0.106,0.058,-0.573,7.457,0.301,41.429,No
2018,1,2,1,6,6,30,4,9,2,1,afternoon rush (16-19),10,Autumn,6,0.106,0.058,-0.573,7.457,0.301,41.429,No
2018,1,2,1,7,6,30,1,1,1,1,office hours (10-16),11,Autumn,6,0.106,0.058,-0.573,7.457,0.301,41.429,No
2018,1,2,1,2,9,30,1,8,1,1,office hours (10-16),11,Autumn,6,0.106,0.058,-0.573,7.457,0.301,41.429,No
2018,1,2,1,6,6,30,4,1,1,1,afternoon rush (16-19),12,Winter,6,0.106,0.058,-0.573,7.457,0.301,41.429,No
2019,1,2,1,5,6,30,1,1,1,1,morning rush (7-10),6,Summer,6,0.106,0.058,-0.573,7.457,0.301,41.429,No
2019,1,2,1,2,6,20,1,1,1,1,afternoon rush (16-19),7,Summer,6,0.106,0.058,-0.573,7.457,0.301,41.429,No
2020,1,2,1,6,6,30,1,8,2,1,afternoon rush (16-19),1,Winter,6,0.106,0.058,-0.573,7.457,0.301,41.429,No
2020,2,2,1,6,6,30,1,4,1,1,afternoon rush (16-19),5,Spring,6,0.106,0.058,-0.573,7.457,0.301,41.429,Yes
2020,1,2,1,7,6,20,1,1,1,1,office hours (10-16),8,Summer,6,0.106,0.058,-0.573,7.457,0.301,41.429,No
2020,1,2,1,2,6,20,4,2,2,1,evening (19-23),8,Summer,6,0.106,0.058,-0.573,7.457,0.301,41.429,No
2020,2,2,1,2,6,30,1,2,2,1,morning rush (7-10),10,Autumn,6,0.106,0.058,-0.573,7.457,0.301,41.429,Yes
2017,1,2,1,3,6,20,1,1,1,1,office hours (10-16),3,Spring,6,0.106,0.058,-0.573,7.457,0.301,41.429,No
2017,1,2,1,2,6,30,1,1,1,1,afternoon rush (16-19),10,Autumn,6,0.106,0.058,-0.573,7.457,0.301,41.429,No
2018,1,2,1,3,6,30,1,1,1,1,office hours (10-16),3,Spring,7,0.106,0.06,-0.96,7.971,0.009,30.977,No
2018,1,2,1,6,6,30,1,1,1,1,office hours (10-16),8,Summer,7,0.106,0.06,-0.96,7.971,0.009,30.977,No
2018,1,2,1,5,9,30,1,1,1,1,morning rush (7-10),9,Autumn,7,0.106,0.06,-0.96,7.971,0.009,30.977,No
2019,1,2,1,4,6,30,1,1,1,1,office hours (10-16),9,Autumn,7,0.106,0.06,-0.96,7.971,0.009,30.977,No
2019,2,2,1,6,9,30,4,2,2,1,evening (19-23),10,Autumn,7,0.106,0.06,-0.96,7.971,0.009,30.977,Yes
2017,2,2,1,2,6,20,1,1,1,1,office hours (10-16),5,Spring,7,0.106,0.06,-0.96,7.971,0.009,30.977,Yes
2017,1,2,1,7,6,30,1,1,1,1,office hours (10-16),6,Summer,7,0.106,0.06,-0.96,7.971,0.009,30.977,No
2018,1,2,1,4,3,30,1,2,2,1,morning rush (7-10),3,Spring,6,0.061,0.04,-2.011,14.799,0.695,47.688,No
2019,2,2,1,1,6,30,1,9,2,1,morning rush (7-10),1,Winter,6,0.061,0.04,-2.011,14.799,0.695,47.688,Yes
2019,1,2,1,4,6,20,7,2,9,1,afternoon rush (16-19),1,Winter,6,0.061,0.04,-2.011,14.799,0.695,47.688,No
2020,1,2,1,7,6,30,1,1,1,1,night (23-7),2,Winter,6,0.061,0.04,-2.011,14.799,0.695,47.688,No
2020,1,2,1,3,6,30,4,1,1,1,evening (19-23),10,Autumn,6,0.061,0.04,-2.011,14.799,0.695,47.688,No
2018,1,2,1,7,6,20,1,1,1,1,morning rush (7-10),2,Winter,4,0.148,0.111,-0.105,7.978,0.842,27.05,No
2018,1,2,1,3,6,30,1,1,2,1,morning rush (7-10),3,Spring,6,0.075,0.033,0.214,4.582,0.894,50.542,No
2018,1,2,1,7,3,20,1,3,3,1,office hours (10-16),3,Spring,6,0.075,0.033,0.214,4.582,0.894,50.542,No
2019,2,1,2,3,6,30,4,1,1,1,morning rush (7-10),1,Winter,6,0.075,0.033,0.214,4.582,0.894,50.542,Yes
2019,2,2,2,3,6,20,1,1,1,1,office hours (10-16),6,Summer,6,0.075,0.033,0.214,4.582,0.894,50.542,Yes
2019,1,2,1,4,6,20,1,2,2,1,office hours (10-16),6,Summer,6,0.075,0.033,0.214,4.582,0.894,50.542,No
2019,1,2,1,7,6,20,1,2,2,1,office hours (10-16),7,Summer,6,0.075,0.033,0.214,4.582,0.894,50.542,No
2019,1,2,1,1,6,30,1,1,1,1,office hours (10-16),10,Autumn,6,0.075,0.033,0.214,4.582,0.894,50.542,No
2020,1,2,1,6,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,6,0.075,0.033,0.214,4.582,0.894,50.542,No
2020,1,2,1,5,6,30,1,1,1,1,morning rush (7-10),7,Summer,6,0.075,0.033,0.214,4.582,0.894,50.542,No
2020,1,2,1,6,6,30,4,1,1,1,night (23-7),7,Summer,6,0.075,0.033,0.214,4.582,0.894,50.542,No
2020,1,2,1,5,6,20,1,1,1,1,afternoon rush (16-19),7,Summer,6,0.075,0.033,0.214,4.582,0.894,50.542,No
2020,1,2,1,4,6,30,1,1,1,1,evening (19-23),8,Summer,6,0.075,0.033,0.214,4.582,0.894,50.542,No
2017,1,2,1,6,6,30,1,2,2,1,morning rush (7-10),3,Spring,6,0.075,0.033,0.214,4.582,0.894,50.542,No
2017,1,2,1,3,6,30,1,1,1,1,morning rush (7-10),4,Spring,6,0.075,0.033,0.214,4.582,0.894,50.542,No
2017,2,2,1,7,6,30,4,1,1,1,evening (19-23),4,Spring,6,0.075,0.033,0.214,4.582,0.894,50.542,Yes
2017,1,2,1,4,6,30,1,1,1,1,afternoon rush (16-19),5,Spring,6,0.075,0.033,0.214,4.582,0.894,50.542,No
2017,1,1,1,6,6,30,1,2,1,1,morning rush (7-10),6,Summer,6,0.075,0.033,0.214,4.582,0.894,50.542,No
2017,1,2,1,4,6,20,1,1,1,1,morning rush (7-10),10,Autumn,6,0.075,0.033,0.214,4.582,0.894,50.542,No
2017,1,2,1,2,6,30,4,1,1,1,afternoon rush (16-19),10,Autumn,6,0.075,0.033,0.214,4.582,0.894,50.542,No
2017,1,2,1,7,3,30,4,1,2,1,afternoon rush (16-19),12,Winter,6,0.075,0.033,0.214,4.582,0.894,50.542,No
2018,1,2,1,3,6,20,1,2,1,1,office hours (10-16),3,Spring,4,0.189,0.096,-0.264,16.785,0.211,36.586,No
2018,1,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),3,Spring,4,0.189,0.096,-0.264,16.785,0.211,36.586,No
2018,1,2,1,4,6,20,1,1,1,1,morning rush (7-10),4,Spring,4,0.189,0.096,-0.264,16.785,0.211,36.586,No
2018,1,2,1,5,6,30,1,1,1,1,office hours (10-16),5,Spring,4,0.189,0.096,-0.264,16.785,0.211,36.586,No
2018,1,2,1,6,6,20,1,1,1,1,evening (19-23),6,Summer,4,0.189,0.096,-0.264,16.785,0.211,36.586,No
2018,1,2,1,3,6,30,1,1,1,1,office hours (10-16),9,Autumn,4,0.189,0.096,-0.264,16.785,0.211,36.586,No
2018,1,2,1,4,6,20,4,1,1,1,night (23-7),10,Autumn,4,0.189,0.096,-0.264,16.785,0.211,36.586,No
2018,2,2,1,5,6,30,4,1,1,1,evening (19-23),10,Autumn,4,0.189,0.096,-0.264,16.785,0.211,36.586,Yes
2018,1,2,1,6,6,20,4,1,1,1,afternoon rush (16-19),11,Autumn,4,0.189,0.096,-0.264,16.785,0.211,36.586,No
2018,1,2,1,3,6,20,5,2,2,1,evening (19-23),12,Winter,4,0.189,0.096,-0.264,16.785,0.211,36.586,No
2019,1,2,1,6,6,20,4,2,2,1,afternoon rush (16-19),3,Spring,4,0.189,0.096,-0.264,16.785,0.211,36.586,No
2019,1,2,1,7,9,20,1,1,1,1,evening (19-23),6,Summer,4,0.189,0.096,-0.264,16.785,0.211,36.586,No
2019,2,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),10,Autumn,4,0.189,0.096,-0.264,16.785,0.211,36.586,Yes
2019,1,2,1,6,6,20,1,1,1,1,office hours (10-16),10,Autumn,4,0.189,0.096,-0.264,16.785,0.211,36.586,No
2019,1,2,1,1,6,30,1,1,1,1,office hours (10-16),10,Autumn,4,0.189,0.096,-0.264,16.785,0.211,36.586,No
2019,1,2,1,4,6,20,1,1,1,1,night (23-7),11,Autumn,4,0.189,0.096,-0.264,16.785,0.211,36.586,No
2020,1,1,1,3,6,20,1,1,1,1,morning rush (7-10),2,Winter,4,0.189,0.096,-0.264,16.785,0.211,36.586,No
2020,1,2,1,6,3,20,4,1,1,1,afternoon rush (16-19),2,Winter,4,0.189,0.096,-0.264,16.785,0.211,36.586,No
2020,2,2,1,3,3,20,1,1,1,1,afternoon rush (16-19),6,Summer,4,0.189,0.096,-0.264,16.785,0.211,36.586,Yes
2020,1,2,1,2,6,20,1,1,1,1,office hours (10-16),7,Summer,4,0.189,0.096,-0.264,16.785,0.211,36.586,No
2020,1,2,1,4,6,20,1,1,1,1,office hours (10-16),7,Summer,4,0.189,0.096,-0.264,16.785,0.211,36.586,No
2020,1,2,1,3,6,20,1,1,1,1,evening (19-23),8,Summer,4,0.189,0.096,-0.264,16.785,0.211,36.586,No
2020,1,2,1,5,6,20,1,1,1,1,afternoon rush (16-19),12,Winter,4,0.189,0.096,-0.264,16.785,0.211,36.586,No
2018,1,2,1,4,6,20,1,1,1,1,office hours (10-16),3,Spring,2,0.264,0.171,0.404,21.088,0.581,24.06,No
2018,1,2,1,3,6,30,7,9,9,1,afternoon rush (16-19),11,Autumn,2,0.264,0.171,0.404,21.088,0.581,24.06,No
2019,1,2,1,2,6,20,7,1,1,1,afternoon rush (16-19),2,Winter,2,0.264,0.171,0.404,21.088,0.581,24.06,No
2019,1,2,1,4,3,20,1,1,1,1,morning rush (7-10),8,Summer,2,0.264,0.171,0.404,21.088,0.581,24.06,No
2017,1,2,1,7,6,20,1,1,1,1,office hours (10-16),9,Autumn,2,0.264,0.171,0.404,21.088,0.581,24.06,No
2017,1,2,1,3,6,20,4,1,1,1,afternoon rush (16-19),10,Autumn,2,0.264,0.171,0.404,21.088,0.581,24.06,No
2017,2,2,1,3,3,20,1,1,1,1,morning rush (7-10),12,Winter,2,0.264,0.171,0.404,21.088,0.581,24.06,Yes
2017,1,2,1,6,6,20,1,1,2,1,office hours (10-16),12,Winter,2,0.264,0.171,0.404,21.088,0.581,24.06,No
2018,2,2,1,3,6,30,1,1,1,1,morning rush (7-10),3,Spring,6,0.122,0.057,-0.614,5.516,0.029,35.939,Yes
2019,1,2,1,5,3,30,4,1,1,1,afternoon rush (16-19),1,Winter,6,0.122,0.057,-0.614,5.516,0.029,35.939,No
2019,1,2,1,4,6,30,1,1,1,1,office hours (10-16),1,Winter,6,0.122,0.057,-0.614,5.516,0.029,35.939,No
2019,1,2,1,6,6,30,1,1,1,1,morning rush (7-10),4,Spring,6,0.122,0.057,-0.614,5.516,0.029,35.939,No
2020,1,2,1,5,9,30,1,1,9,1,afternoon rush (16-19),8,Summer,6,0.122,0.057,-0.614,5.516,0.029,35.939,No
2017,1,2,1,2,6,30,1,1,1,1,morning rush (7-10),1,Winter,6,0.122,0.057,-0.614,5.516,0.029,35.939,No
2017,2,2,1,4,6,30,6,1,1,1,office hours (10-16),1,Winter,6,0.122,0.057,-0.614,5.516,0.029,35.939,Yes
2017,1,2,1,2,6,30,1,1,1,1,morning rush (7-10),1,Winter,6,0.122,0.057,-0.614,5.516,0.029,35.939,No
2017,1,1,1,7,6,30,5,1,1,1,afternoon rush (16-19),4,Spring,6,0.122,0.057,-0.614,5.516,0.029,35.939,No
2018,1,2,1,4,6,30,1,1,1,1,office hours (10-16),3,Spring,3,0.161,0.092,0.414,1.95,1.017,39.587,No
2018,2,2,1,6,2,30,7,1,2,1,night (23-7),10,Autumn,3,0.161,0.092,0.414,1.95,1.017,39.587,Yes
2019,1,2,1,4,3,30,1,1,1,1,office hours (10-16),7,Summer,3,0.161,0.092,0.414,1.95,1.017,39.587,No
2019,1,2,1,1,2,20,1,1,1,1,afternoon rush (16-19),9,Autumn,3,0.161,0.092,0.414,1.95,1.017,39.587,No
2019,1,1,1,5,9,30,4,9,9,1,night (23-7),12,Winter,3,0.161,0.092,0.414,1.95,1.017,39.587,No
2020,1,2,1,7,2,20,1,1,1,1,evening (19-23),11,Autumn,3,0.161,0.092,0.414,1.95,1.017,39.587,No
2017,1,3,1,6,2,20,4,1,1,1,evening (19-23),3,Spring,3,0.161,0.092,0.414,1.95,1.017,39.587,No
2017,1,2,1,6,3,20,1,1,2,1,morning rush (7-10),8,Summer,3,0.161,0.092,0.414,1.95,1.017,39.587,No
2018,2,3,1,4,6,30,1,1,1,1,office hours (10-16),3,Spring,5,0.173,0.083,-0.698,9.8,0.451,21.124,Yes
2018,1,2,1,4,6,20,4,1,1,1,evening (19-23),3,Spring,3,0.14,0.098,0.443,8.814,1.044,40.992,No
2018,1,2,1,5,6,20,1,1,1,1,afternoon rush (16-19),3,Spring,3,0.14,0.098,0.443,8.814,1.044,40.992,No
2017,1,2,1,4,6,30,1,1,1,1,morning rush (7-10),4,Spring,3,0.14,0.098,0.443,8.814,1.044,40.992,No
